LOAN,LOANSUFFVOWEL,VERB,VERBAFFVOWEL,FONETIKA,LEVENSTEIN,VERBFREQ
лайкать,а,построить,и,4,7,114.9
лайкать,а,создавать,а,5,6,114.1
лайкать,а,принадлежать,а,8,7,113.5
лайкать,а,встретить,и,6,8,113.5
лайкать,а,произнести,ти,6,9,113.5
лайкать,а,участвовать,а,7,7,113
лайкать,а,занимать,а,4,4,112.7
лайкать,а,улыбаться,а,5,6,111.3
лайкать,а,направить,и,5,5,109.9
лайкать,а,обратиться,и,6,8,108.6
лайкать,а,выбрать,а,3,4,107.9
лайкать,а,бить,ть,4,5,107.5
лайкать,а,хватить,и,4,5,107.3
лайкать,а,обещать,а,4,4,107.2
лайкать,а,встречаться,а,8,8,106.8
лайкать,а,напоминать,а,6,6,106.2
лайкать,а,упасть,а,4,5,106
лайкать,а,перестать,а,5,6,105.8
лайкать,а,обладать,ть,4,4,105.2
лайкать,а,плакать,а,2,2,103.9
лайкать,а,состояться,я,6,8,103.1
лайкать,а,поверить,и,4,6,101.8
лайкать,а,собрать,а,3,4,101.6
лайкать,а,простить,и,4,6,101.1
лайкать,а,рассматривать,а,8,9,100.6
лайкать,а,перейти,ти,5,6,100.5
лайкать,а,мешать,а,3,4,100.4
лайкать,а,исчезнуть,у,4,7,99.9
лайкать,а,объявить,и,4,6,99
лайкать,а,отличаться,а,6,7,98.9
лайкать,а,обращаться,а,7,7,98.6
лайкать,а,снимать,а,4,4,98.5
лайкать,а,пригласить,и,6,7,98.2
лайкать,а,соответствовать,а,9,12,98.1
лайкать,а,закрыть,ть,3,4,97.9
лайкать,а,придумать,а,5,6,97.9
лайкать,а,попробовать,а,7,8,97.8
лайкать,а,приводить,и,5,7,97.8
лайкать,а,достигнуть,у,5,8,97.4
лайкать,а,утверждать,а,6,7,97.3
лайкать,а,означать,а,5,5,97
лайкать,а,платить,и,3,4,96.9
лайкать,а,решать,а,3,4,96.5
лайкать,а,определять,я,6,8,95.7
лайкать,а,наблюдать,а,5,5,95.5
лайкать,а,разговаривать,а,8,7,95.4
лайкать,а,погибнуть,у,5,9,95.4
лайкать,а,устроить,и,4,6,94.9
лайкать,а,есть,ть,4,5,94.7
лайкать,а,собраться,а,5,6,94.5
лайкать,а,достать,а,3,4,94.4
лайкать,а,ездить,и,3,5,93.6
лайкать,а,понравиться,и,7,8,93.1
лайкать,а,выполнять,я,5,7,92.3
лайкать,а,заставить,и,5,5,92.1
лайкать,а,объяснять,я,5,7,92.1
лайкать,а,выполнить,и,5,7,91.7
лайкать,а,указать,а,4,4,91.5
лайкать,а,вздохнуть,у,5,7,89.7
лайкать,а,находить,и,4,5,89.5
лайкать,а,закончить,и,5,6,89.2
лайкать,а,признать,а,4,5,88.9
лайкать,а,дойти,ти,3,5,88.6
лайкать,а,кивнуть,у,3,5,88.4
лайкать,а,обратить,и,5,6,88.3
лайкать,а,узнавать,а,5,5,88.2
лайкать,а,встретиться,и,7,9,88.1
лайкать,а,предусмотреть,е,9,11,87.7
лайкать,а,обеспечивать,а,8,9,87.5
лайкать,а,двигаться,а,5,6,87.3
лайкать,а,содержать,а,5,6,87.2
лайкать,а,приезжать,а,4,6,86.8
лайкать,а,держаться,а,5,6,86.4
лайкать,а,обеспечить,и,6,8,86.4
лайкать,а,поступить,и,5,7,86
лайкать,а,привыкнуть,у,5,7,85.9
лайкать,а,открывать,а,5,6,85.7
лайкать,а,вырасти,ти,5,6,85.3
лайкать,а,зайти,ти,3,4,85.2
лайкать,а,посвятить,и,5,7,85.1
лайкать,а,стремиться,и,7,8,85.1
лайкать,а,измениться,и,7,8,84.5
лайкать,а,удивиться,и,6,7,84.3
лайкать,а,падать,а,3,3,84.2
лайкать,а,звучать,а,4,4,84.1
лайкать,а,суметь,е,3,5,83.9
лайкать,а,разработать,а,7,7,83.5
лайкать,а,поговорить,и,6,8,83.3
лайкать,а,лететь,е,2,4,82.9
лайкать,а,совершить,и,5,7,82.9
лайкать,а,строить,и,4,5,82.2
лайкать,а,кончиться,и,5,7,82
лайкать,а,привезти,ти,6,7,82
лайкать,а,сложиться,и,5,7,81.6
лайкать,а,полагать,а,3,6,81.4
лайкать,а,оставлять,я,5,4,81.4
лайкать,а,висеть,е,3,5,81.3
лайкать,а,повторить,и,5,7,80.9
лайкать,а,сыграть,а,3,4,80.8
лайкать,а,спасти,ти,5,6,80.1
лайкать,а,изменить,и,5,6,79.9
лайкать,а,повторять,я,5,7,79.9
лайкать,а,явиться,и,5,7,79.8
лайкать,а,замечать,а,4,4,79.4
лайкать,а,подать,ть,3,4,79.4
лайкать,а,назначить,и,5,5,79.3
лайкать,а,протянуть,у,5,7,79.3
лайкать,а,сохранить,и,5,6,79.2
лайкать,а,попытаться,а,6,7,79.1
лайкать,а,расположить,и,7,8,79.1
лайкать,а,использоваться,а,9,10,79
лайкать,а,отправиться,и,8,8,78.2
лайкать,а,садиться,и,5,6,77.9
лайкать,а,встречать,а,6,6,77.4
лайкать,а,говориться,и,6,8,77.3
лайкать,а,крикнуть,у,4,5,77.2
лайкать,а,готовить,и,4,6,76.7
лайкать,а,учить,и,3,5,76.7
лайкать,а,испытывать,а,6,5,76.6
лайкать,а,гореть,е,3,7,76.6
лайкать,а,выделить,и,4,6,76.4
лайкать,а,поддерживать,а,7,9,75.9
лайкать,а,подниматься,а,7,8,75.9
лайкать,а,следить,и,3,5,75.8
лайкать,а,требоваться,а,7,8,75.5
лайкать,а,включать,а,4,5,75.4
лайкать,а,собирать,а,4,5,75.1
лайкать,а,менять,я,3,5,74.9
лайкать,а,делаться,а,5,6,74.7
лайкать,а,покупать,а,4,5,74.5
лайкать,а,предполагать,а,7,8,74.1
лайкать,а,терять,я,3,5,74
лайкать,а,послать,а,3,4,73.3
лайкать,а,допустить,и,5,7,73
лайкать,а,прочитать,а,5,6,72.7
лайкать,а,присутствовать,а,9,11,72.5
лайкать,а,мечтать,а,3,7,72.4
лайкать,а,подписать,а,5,4,72.4
лайкать,а,взглянуть,у,5,6,72.4
лайкать,а,осуществлять,я,8,10,72.2
лайкать,а,поступать,а,5,6,72.1
лайкать,а,готовиться,и,6,8,70.9
лайкать,а,захотеть,е,4,5,70.4
лайкать,а,отдавать,а,4,7,70.3
лайкать,а,бороться,о,5,5,70.3
лайкать,а,остановить,и,6,7,70.2
лайкать,а,приобрести,ти,6,9,70.2
лайкать,а,включить,и,4,6,70.1
лайкать,а,продолжаться,а,8,9,69.9
лайкать,а,подтвердить,и,6,9,69.7
лайкать,а,спешить,и,4,5,69.7
лайкать,а,добиться,и,5,7,69.5
лайкать,а,отправить,и,6,6,69.3
лайкать,а,повернуться,у,7,9,69.3
лайкать,а,вставать,а,5,5,69.1
лайкать,а,подготовить,и,6,9,69.1
лайкать,а,исходить,и,4,6,69
лайкать,а,свидетельствовать,а,12,13,68.8
лайкать,а,ввести,ти,4,6,68.6
лайкать,а,взяться,ть,5,7,68.6
лайкать,а,прочесть,е,5,6,68.6
лайкать,а,болеть,е,3,5,68.5
лайкать,а,вернуть,у,3,5,68.5
лайкать,а,тянуть,у,3,5,68.5
лайкать,а,продать,а,4,4,68.3
лайкать,а,представляться,я,9,11,67.8
лайкать,а,произвести,ти,6,9,67.5
лайкать,а,выступить,и,5,7,67.2
лайкать,а,познакомиться,и,8,4,67.2
лайкать,а,пахнуть,у,3,10,67.2
лайкать,а,наступить,и,5,6,67.1
лайкать,а,предстоять,я,5,8,66.8
лайкать,а,производить,и,6,9,66.5
лайкать,а,разрешить,и,5,8,66.4
лайкать,а,перевести,ти,6,6,66.4
лайкать,а,проверить,и,5,7,66.1
лайкать,а,меняться,я,5,7,66
лайкать,а,выдержать,а,5,6,65.7
лайкать,а,учитывать,а,5,6,65.6
лайкать,а,курить,и,3,5,65.5
лайкать,а,забывать,а,4,4,65.4
лайкать,а,заключаться,а,7,7,65.4
лайкать,а,выбирать,а,4,5,65.2
лайкать,а,напомнить,и,4,6,65.2
лайкать,а,закричать,а,5,5,65.1
лайкать,а,организовать,а,8,8,65.1
лайкать,а,доказать,а,4,5,65
лайкать,а,приносить,и,5,7,64.9
лайкать,а,осуществляться,я,10,12,64.7
лайкать,а,дышать,а,3,4,64.4
лайкать,а,описать,а,4,4,64.4
лайкать,а,прожить,и,4,5,64.2
лайкать,а,оценить,и,4,5,64
лайкать,а,рассмотреть,е,6,8,63.9
лайкать,а,проводиться,и,7,9,63.7
лайкать,а,лечь,чь,4,5,63.5
лайкать,а,превратиться,и,7,9,63.5
лайкать,а,выпустить,и,5,7,63.4
лайкать,а,ударить,и,4,5,63.3
лайкать,а,проснуться,у,6,8,63.1
лайкать,а,открыться,ть,5,7,63
лайкать,а,способствовать,а,10,11,62.5
лайкать,а,научиться,и,5,6,62.1
лайкать,а,умирать,а,4,4,62
лайкать,а,стрелять,я,5,6,61.7
лайкать,а,обойтись,сь,4,6,61.6
лайкать,а,записать,а,4,4,61.5
лайкать,а,определяться,я,8,10,61.5
лайкать,а,подарить,и,4,6,61.4
лайкать,а,приняться,я,6,7,61.3
лайкать,а,заставлять,я,6,6,61
лайкать,а,схватить,и,5,6,60.9
лайкать,а,пропасть,а,5,5,60.8
лайкать,а,выдать,ть,3,4,60.4
лайкать,а,разобраться,а,7,6,60.1
лайкать,а,извинить,и,5,7,60.1
лайкать,а,опустить,и,4,6,59.9
лайкать,а,страдать,а,5,5,59.8
лайкать,а,побежать,а,4,5,59.6
лайкать,а,заходить,и,4,5,59.6
лайкать,а,броситься,и,6,7,59.5
лайкать,а,гулять,я,3,5,59.5
лайкать,а,бегать,а,2,4,59.2
лайкать,а,засмеяться,я,6,7,58.9
лайкать,а,найтись,ти,3,4,58.8
лайкать,а,приказать,а,5,5,58.8
лайкать,а,устать,а,3,4,58.6
лайкать,а,повезти,ти,5,6,58.5
лайкать,а,рассчитывать,а,6,8,58.2
лайкать,а,опубликовать,а,7,8,58
лайкать,а,радоваться,а,6,6,57.8
лайкать,а,выразить,и,4,6,57.7
лайкать,а,закончиться,и,7,8,57.7
лайкать,а,обернуться,у,6,8,57.7
лайкать,а,отпустить,и,5,7,57.6
лайкать,а,заговорить,и,6,7,57.5
лайкать,а,внести,ти,5,6,57.4
лайкать,а,устраивать,а,6,6,57.4
лайкать,а,выясниться,и,6,8,57.2
лайкать,а,догадаться,а,5,7,57.1
лайкать,а,изучать,а,4,4,57
лайкать,а,интересовать,а,8,9,57
лайкать,а,поднимать,а,5,6,56.9
лайкать,а,развиваться,а,7,7,56.8
лайкать,а,обращать,а,5,5,56.6
лайкать,а,подождать,а,5,6,56.6
лайкать,а,продавать,а,5,6,56.3
лайкать,а,бросать,а,4,4,56.2
лайкать,а,поддержать,а,5,7,56.2
лайкать,а,запретить,и,5,6,56.1
лайкать,а,отмечать,а,5,5,56
лайкать,а,ощущать,а,4,6,55.9
лайкать,а,отойти,ти,4,4,55.9
лайкать,а,прибыть,ть,4,5,55.7
лайкать,а,случаться,а,5,6,55.5
лайкать,а,сойти,ти,3,5,55.4
лайкать,а,поймать,а,2,3,55.2
лайкать,а,признаться,а,6,6,55.1
лайкать,а,заключить,и,5,7,55.1
лайкать,а,сомневаться,а,6,8,55
лайкать,а,усмехнуться,у,7,9,55
лайкать,а,договориться,и,8,10,54.8
лайкать,а,предоставить,и,8,9,54.7
лайкать,а,удаваться,а,6,6,54.3
лайкать,а,сходить,и,4,5,54.2
лайкать,а,попадать,а,4,5,54.1
лайкать,а,пустить,и,3,5,54.1
лайкать,а,указывать,а,5,5,54
лайкать,а,терпеть,е,3,5,53.7
лайкать,а,сдать,ть,4,4,53.6
лайкать,а,вывести,ти,5,6,53.4
лайкать,а,выпускать,а,4,5,53.4
лайкать,а,вступить,и,5,6,53.1
лайкать,а,спорить,и,4,5,53.1
лайкать,а,вытащить,и,4,6,53
лайкать,а,победить,и,4,6,52.9
лайкать,а,посадить,и,4,6,52.9
лайкать,а,обсуждать,а,5,6,52.8
лайкать,а,заняться,я,5,6,52.7
лайкать,а,переходить,и,5,8,52.6
лайкать,а,торопиться,и,6,8,52.6
лайкать,а,выиграть,а,3,5,52.3
лайкать,а,надеть,е,3,4,52.1
лайкать,а,кормить,и,3,5,52
лайкать,а,переживать,а,6,7,51.6
лайкать,а,потребовать,а,7,8,51.6
лайкать,а,жалеть,е,3,4,51.4
лайкать,а,сохраниться,и,7,8,51.4
лайкать,а,вынести,ти,5,6,51.3
лайкать,а,отказываться,а,8,8,51.2
лайкать,а,защищать,а,4,6,51
лайкать,а,основать,а,5,4,51
лайкать,а,заглянуть,у,5,5,51
лайкать,а,пожать,а,3,4,50.9
лайкать,а,лишить,и,2,4,50.9
лайкать,а,уезжать,а,3,4,50.7
лайкать,а,дрожать,а,4,8,50.5
лайкать,а,воскликнуть,у,6,4,50.5
лайкать,а,сообщать,а,3,5,50.3
лайкать,а,лезть,е,3,7,50
лайкать,а,жениться,и,5,4,50
лайкать,а,волноваться,а,7,7,49.9
лайкать,а,поразить,и,4,6,49.9
лайкать,а,убивать,а,4,5,49.8
лайкать,а,велеть,е,3,4,49.8
лайкать,а,решиться,и,5,7,49.7
лайкать,а,добраться,а,5,6,49.6
лайкать,а,задуматься,а,6,6,49.6
лайкать,а,нуждаться,а,5,6,49.5
лайкать,а,позвать,а,3,4,49.5
лайкать,а,удивляться,я,6,8,49.4
лайкать,а,здравствовать,а,8,9,49.3
лайкать,а,передавать,а,6,7,49.3
лайкать,а,скрывать,а,5,5,49.3
лайкать,а,запомнить,и,4,6,49.2
лайкать,а,подавать,а,4,5,49
лайкать,а,послушать,а,5,6,49
лайкать,а,покинуть,у,4,6,49
лайкать,а,пережить,и,4,6,48.9
лайкать,а,раздаться,а,5,8,48.8
лайкать,а,продолжить,и,6,5,48.8
лайкать,а,оказывать,а,5,5,48.2
лайкать,а,превышать,а,5,6,48.2
лайкать,а,ловить,и,2,4,48
лайкать,а,забрать,а,3,3,47.9
лайкать,а,испугаться,а,6,7,47.8
лайкать,а,утвердить,и,5,7,47.8
лайкать,а,убедиться,и,6,7,47.7
лайкать,а,применять,я,5,7,47.7
лайкать,а,заменить,и,4,5,47.6
лайкать,а,приглашать,а,6,6,47.5
лайкать,а,привлечь,е,5,7,47.4
лайкать,а,везти,ти,4,6,47
лайкать,а,убрать,а,3,4,47
лайкать,а,предположить,и,8,10,46.9
лайкать,а,летать,а,2,3,46.6
лайкать,а,признавать,а,6,7,46.4
лайкать,а,предпочитать,а,8,6,46.3
лайкать,а,прислать,а,4,8,46.3
лайкать,а,повести,ти,5,5,46.3
лайкать,а,покрыть,ть,3,9,46.3
лайкать,а,подчеркнуть,у,6,5,46.3
лайкать,а,жаловаться,а,6,6,46.1
лайкать,а,решаться,а,5,6,46.1
лайкать,а,успокоиться,и,6,8,46.1
лайкать,а,исключить,и,5,7,46
лайкать,а,отсутствовать,а,7,10,45.9
лайкать,а,владеть,е,3,4,45.7
лайкать,а,торчать,а,3,4,45.5
лайкать,а,постараться,а,7,8,45.2
лайкать,а,соединить,и,5,7,45.2
лайкать,а,убедить,и,4,5,45.2
лайкать,а,задавать,а,4,4,45.1
лайкать,а,заложить,и,4,5,45
лайкать,а,реализовать,а,5,7,44.8
лайкать,а,выяснить,и,4,6,44.6
лайкать,а,общаться,а,5,7,44.5
лайкать,а,повернуть,у,5,6,44.5
лайкать,а,исполнять,я,5,7,44.5
лайкать,а,останавливаться,а,11,11,44.4
лайкать,а,совершать,а,5,6,44.2
лайкать,а,задать,ть,3,4,44.1
лайкать,а,воевать,а,4,5,44.1
лайкать,а,выдавать,а,4,3,44.1
лайкать,а,ненавидеть,е,6,7,44.1
лайкать,а,родить,и,3,5,44.1
лайкать,а,наступать,а,5,5,44
лайкать,а,выявить,и,4,5,43.8
лайкать,а,предупредить,и,8,10,43.8
лайкать,а,набрать,а,3,3,43.7
лайкать,а,предназначить,и,9,9,43.7
лайкать,а,учесть,е,4,8,43.6
лайкать,а,уничтожить,и,6,5,43.6
лайкать,а,освободить,и,6,8,43.5
лайкать,а,воспринимать,а,8,9,43.4
лайкать,а,прекратить,и,6,6,43.4
лайкать,а,увеличить,и,5,7,43.3
лайкать,а,наблюдаться,ть,6,7,43.2
лайкать,а,подозревать,а,7,8,43.2
лайкать,а,объединить,и,6,8,43.2
лайкать,а,справиться,и,7,8,43.2
лайкать,а,съесть,ть,4,5,43.2
лайкать,а,вестись,ти,4,6,43.1
лайкать,а,отнести,ти,5,6,43.1
лайкать,а,упомянуть,у,5,7,43.1
лайкать,а,отдыхать,а,3,5,42.9
лайкать,а,проверять,я,5,7,42.9
лайкать,а,врать,а,4,4,42.8
лайкать,а,заработать,а,6,6,42.7
лайкать,а,превращаться,а,8,9,42.7
лайкать,а,создаваться,а,7,8,42.6
лайкать,а,побывать,а,4,5,42.5
лайкать,а,плыть,ть,4,5,42.5
лайкать,а,рассматриваться,а,9,11,42.2
лайкать,а,уважать,а,4,4,42.2
лайкать,а,образоваться,а,8,6,42.1
лайкать,а,выскочить,и,4,8,42.1
лайкать,а,проговорить,и,7,9,42.1
лайкать,а,хранить,и,4,5,42.1
лайкать,а,обрадоваться,а,8,8,41.7
лайкать,а,танцевать,а,5,8,41.7
лайкать,а,пропустить,и,6,5,41.7
лайкать,а,дождаться,а,5,6,41.6
лайкать,а,избрать,а,4,4,41.6
лайкать,а,завести,ти,5,5,41.5
лайкать,а,описывать,а,5,5,41.5
лайкать,а,захватить,и,5,8,41.5
лайкать,а,оглянуться,у,6,6,41.5
лайкать,а,сунуть,у,3,5,41.5
лайкать,а,исчезать,а,4,5,41.4
лайкать,а,складываться,а,7,6,41.4
лайкать,а,разделить,и,5,7,41.4
лайкать,а,последовать,а,6,7,41.2
лайкать,а,отражать,а,5,5,41.1
лайкать,а,приближаться,а,8,9,41
лайкать,а,вступать,а,5,5,40.9
лайкать,а,надоесть,е,4,5,40.9
лайкать,а,интересоваться,а,10,11,40.8
лайкать,а,подлежать,а,5,6,40.8
лайкать,а,произносить,и,6,9,40.8
лайкать,а,раскрыть,ы,3,4,40.8
лайкать,а,арестовать,а,6,7,40.7
лайкать,а,целовать,а,4,5,40.7
лайкать,а,орать,а,3,4,40.6
лайкать,а,отвести,ти,5,6,40.6
лайкать,а,тянуться,у,5,7,40.6
лайкать,а,достаться,а,5,6,40.5
лайкать,а,полагаться,а,5,6,40.5
лайкать,а,открываться,а,7,8,40.4
лайкать,а,сохранять,я,5,6,40.4
лайкать,а,воспользоваться,а,10,11,40.3
лайкать,а,махнуть,у,3,4,40.2
лайкать,а,приобретать,а,6,8,40.1
лайкать,а,сложить,и,3,5,40.1
лайкать,а,выражать,а,4,6,40
лайкать,а,вскочить,и,5,5,40
лайкать,а,понадобиться,и,8,9,40
лайкать,а,сделаться,а,6,7,39.9
лайкать,а,поглядеть,е,5,6,39.9
лайкать,а,поинтересоваться,а,11,13,39.8
лайкать,а,признаваться,а,8,9,39.7
лайкать,а,высказать,а,4,5,39.6
лайкать,а,ложиться,и,4,6,39.5
лайкать,а,проявить,и,4,6,39.5
лайкать,а,спуститься,и,6,8,39.5
лайкать,а,довести,ти,5,5,39.4
лайкать,а,влиять,я,3,6,39.4
лайкать,а,содержаться,а,7,8,39.3
лайкать,а,подтверждать,а,7,9,39.2
лайкать,а,защитить,и,4,5,39.1
лайкать,а,исполнить,и,5,7,39.1
лайкать,а,заплатить,и,5,5,38.9
лайкать,а,управлять,я,5,6,38.9
лайкать,а,спрятать,а,5,5,38.8
лайкать,а,привлекать,а,5,6,38.7
лайкать,а,исследовать,а,5,7,38.6
лайкать,а,нанести,ти,5,5,38.5
лайкать,а,прыгать,а,3,9,38.5
лайкать,а,приготовить,и,7,4,38.5
лайкать,а,вынудить,и,4,6,38.3
лайкать,а,пояснить,и,4,6,38.3
лайкать,а,контролировать,а,9,10,38.2
лайкать,а,руководить,и,6,9,38.2
лайкать,а,строиться,и,6,8,38.2
лайкать,а,применяться,я,7,7,38.2
лайкать,а,рассчитать,а,4,6,38.1
лайкать,а,шутить,и,3,5,38.1
лайкать,а,молиться,и,5,7,38
лайкать,а,восстановить,и,7,9,37.8
лайкать,а,вынуть,у,3,5,37.8
лайкать,а,рисовать,а,4,5,37.5
лайкать,а,рекомендовать,а,9,10,37.4
лайкать,а,приниматься,а,7,8,37.3
лайкать,а,настаивать,а,5,6,37.2
лайкать,а,придавать,а,5,6,37.1
лайкать,а,оказать,а,4,5,37
лайкать,а,замереть,е,4,6,37
лайкать,а,доставить,и,5,5,37
лайкать,а,глянуть,у,3,4,37
лайкать,а,планировать,а,6,6,36.8
лайкать,а,отозваться,а,6,9,36.7
лайкать,а,осуществить,и,7,7,36.7
лайкать,а,разбить,и,3,4,36.7
лайкать,а,разойтись,сь,5,6,36.7
лайкать,а,перенести,ти,6,8,36.6
лайкать,а,испытать,а,5,5,36.5
лайкать,а,закрывать,а,5,5,36.4
лайкать,а,оценивать,а,5,6,36.4
лайкать,а,окончить,и,4,6,36.4
лайкать,а,нарушить,и,4,5,35.9
лайкать,а,ощутить,и,4,5,35.9
лайкать,а,сопровождать,а,8,4,35.8
лайкать,а,научить,и,3,9,35.8
лайкать,а,пробовать,а,5,6,35.7
лайкать,а,стучать,а,4,4,35.7
лайкать,а,напечатать,а,6,6,35.5
лайкать,а,пускать,а,2,6,35.5
лайкать,а,выставить,и,5,5,35.5
лайкать,а,прикрыть,ы,4,3,35.5
лайкать,а,сиять,я,3,5,35.5
лайкать,а,проживать,а,5,7,35.4
лайкать,а,делиться,и,5,6,35.4
лайкать,а,призвать,а,4,7,35.3
лайкать,а,изобразить,и,6,5,35.3
лайкать,а,изучить,и,4,7,35.3
лайкать,а,производиться,и,7,5,35.3
лайкать,а,подвести,ти,5,11,35.3
лайкать,а,достигать,а,4,6,35.2
лайкать,а,допускать,а,4,5,35.1
лайкать,а,посылать,а,4,5,35.1
лайкать,а,утратить,и,5,6,35.1
лайкать,а,класть,ть,4,7,35
лайкать,а,захотеться,е,5,4,35
лайкать,а,подобрать,а,5,6,34.9
лайкать,а,возразить,и,5,5,34.9
лайкать,а,грозить,и,4,6,34.9
лайкать,а,образовывать,а,8,8,34.8
лайкать,а,предполагаться,а,9,10,34.8
лайкать,а,устанавливать,а,9,7,34.8
лайкать,а,проявлять,я,5,9,34.8
лайкать,а,водить,и,3,5,34.7
лайкать,а,помолчать,а,5,6,34.6
лайкать,а,сдавать,а,4,6,34.4
лайкать,а,постоять,я,4,4,34.4
лайкать,а,демонстрировать,а,11,12,34.3
лайкать,а,спускаться,а,5,6,34.3
лайкать,а,посидеть,е,4,10,34.3
лайкать,а,распространить,и,10,6,34.3
лайкать,а,догадываться,а,7,8,34.2
лайкать,а,изображать,а,6,7,34.2
лайкать,а,бродить,и,4,5,34.1
лайкать,а,опираться,а,6,6,34
лайкать,а,посоветовать,а,8,9,34
лайкать,а,разглядывать,а,7,8,34
лайкать,а,одеть,ть,3,5,33.9
лайкать,а,задержать,а,5,6,33.9
лайкать,а,нарисовать,а,6,5,33.9
лайкать,а,располагаться,а,8,9,33.9
лайкать,а,беседовать,а,6,7,33.8
лайкать,а,заболеть,е,4,5,33.8
лайкать,а,превратить,и,6,7,33.8
лайкать,а,покачать,а,4,6,33.7
лайкать,а,налить,и,3,4,33.7
лайкать,а,отдохнуть,у,4,7,33.7
лайкать,а,течь,чь,5,5,33.7
лайкать,а,доверять,я,4,6,33.7
лайкать,а,гнать,а,4,4,33.6
лайкать,а,обусловить,и,6,8,33.6
лайкать,а,связывать,а,5,6,33.5
лайкать,а,удивить,и,4,5,33.5
лайкать,а,биться,и,4,7,33.4
лайкать,а,браться,а,5,6,33.3
лайкать,а,присесть,е,5,6,33.3
лайкать,а,тратить,и,4,5,33.3
лайкать,а,разрушить,и,5,6,33.2
лайкать,а,волновать,а,5,5,33.1
лайкать,а,плавать,а,3,6,33.1
лайкать,а,развивать,а,5,3,33.1
лайкать,а,спасать,а,4,5,33.1
лайкать,а,окружить,и,5,4,33.1
лайкать,а,обязать,а,4,7,33
лайкать,а,видеться,е,5,7,33
лайкать,а,возглавлять,я,6,4,33
лайкать,а,доказывать,а,6,7,32.9
лайкать,а,гордиться,и,5,6,32.9
лайкать,а,сообразить,и,5,9,32.9
лайкать,а,проявляться,я,7,7,32.9
лайкать,а,заказать,а,4,4,32.8
лайкать,а,трогать,а,3,4,32.8
лайкать,а,завершить,и,5,6,32.7
лайкать,а,попасться,а,5,6,32.6
лайкать,а,поцеловать,а,6,7,32.6
лайкать,а,пугать,а,2,7,32.6
лайкать,а,отменить,и,5,4,32.6
лайкать,а,избежать,а,5,5,32.5
лайкать,а,советовать,а,6,7,32.5
лайкать,а,подхватить,и,5,7,32.5
лайкать,а,потрясти,ти,5,10,32.5
лайкать,а,предоставлять,я,9,7,32.5
лайкать,а,выбросить,и,5,7,32.4
лайкать,а,доложить,и,4,6,32.4
лайкать,а,скрыть,ы,4,9,32.4
лайкать,а,объясняться,я,7,5,32.4
лайкать,а,отказать,а,4,7,32.3
лайкать,а,разбираться,а,7,5,32.3
лайкать,а,обидеться,е,6,6,32.3
лайкать,а,повесить,и,4,6,32.3
лайкать,а,посетить,и,4,7,32.3
лайкать,а,замолчать,а,5,7,32.2
лайкать,а,окружать,а,5,5,32.2
лайкать,а,успевать,а,5,5,32.2
лайкать,а,двинуться,у,6,5,32.2
лайкать,а,обрести,ти,5,6,32.1
лайкать,а,подчеркивать,а,7,8,32.1
лайкать,а,переводить,и,6,8,32
лайкать,а,храниться,и,6,5,32
лайкать,а,полезть,ть,4,7,32
лайкать,а,издать,ть,3,6,31.8
лайкать,а,вырваться,а,5,10,31.8
лайкать,а,заинтересовать,а,9,4,31.8
лайкать,а,помешать,а,4,5,31.8
лайкать,а,ценить,и,3,5,31.8
лайкать,а,сравнить,и,4,5,31.7
лайкать,а,тащить,и,3,4,31.6
лайкать,а,совпадать,а,5,6,31.5
лайкать,а,пообещать,а,4,6,31.4
лайкать,а,благодарить,и,6,7,31.4
лайкать,а,направиться,и,7,6,31.4
лайкать,а,развернуть,у,6,7,31.4
лайкать,а,прозвучать,а,6,7,31.3
лайкать,а,соглашаться,а,7,7,31.3
лайкать,а,доставать,а,5,6,31.2
лайкать,а,зарегистрировать,а,11,12,31.2
лайкать,а,оглядываться,а,7,6,31.2
лайкать,а,опасаться,а,6,5,31.2
лайкать,а,сменить,и,4,8,31.2
лайкать,а,обмануть,у,5,6,31.2
лайкать,а,обнять,я,3,5,31.2
лайкать,а,рассуждать,а,5,6,31.1
лайкать,а,украсть,а,4,5,31.1
лайкать,а,ошибиться,и,6,5,31
лайкать,а,повысить,и,4,7,31
лайкать,а,поручить,и,4,6,31
лайкать,а,заявлять,я,4,6,31
лайкать,а,заполнить,и,5,6,30.9
лайкать,а,опуститься,и,6,8,30.9
лайкать,а,развести,ти,5,6,30.9
лайкать,а,заплакать,а,4,4,30.8
лайкать,а,засыпать,а,4,6,30.8
лайкать,а,преодолеть,е,5,4,30.8
лайкать,а,заслужить,и,5,8,30.8
лайкать,а,трудиться,и,6,7,30.8
лайкать,а,пожалеть,е,4,6,30.7
лайкать,а,лечить,и,2,4,30.6
лайкать,а,зарабатывать,а,8,6,30.5
лайкать,а,предусматривать,а,11,8,30.5
лайкать,а,охватить,и,5,6,30.5
лайкать,а,валяться,я,5,11,30.5
лайкать,а,обойти,ти,4,7,30.4
лайкать,а,выражаться,а,6,6,30.4
лайкать,а,сломать,а,3,5,30.4
лайкать,а,обидеть,е,4,6,30.4
лайкать,а,доходить,и,4,4,30.4
лайкать,а,даваться,а,5,6,30.3
лайкать,а,прощать,а,4,5,30.3
лайкать,а,вытянуть,у,4,9,30.3
лайкать,а,отвернуться,у,7,4,30.3
лайкать,а,рухнуть,у,3,5,30.3
лайкать,а,свернуть,у,4,6,30.3
