LOAN,LOANSUFFVOWEL,VERB,VERBAFFVOWEL,FONETIKA,LEVENSTEIN,VERBFREQ
лайкать,а,обнять,OTHER,3,5,31.2
лайкать,а,рассуждать,SAME,5,6,31.1
лайкать,а,украсть,SAME,4,5,31.1
лайкать,а,ошибиться,OTHER,6,5,31
лайкать,а,повысить,OTHER,4,7,31
лайкать,а,поручить,OTHER,4,6,31
лайкать,а,заявлять,OTHER,4,6,31
лайкать,а,заполнить,OTHER,5,6,30.9
лайкать,а,опуститься,OTHER,6,8,30.9
лайкать,а,развести,OTHER,5,6,30.9
лайкать,а,заплакать,SAME,4,4,30.8
лайкать,а,засыпать,SAME,4,6,30.8
лайкать,а,преодолеть,OTHER,5,4,30.8
лайкать,а,заслужить,OTHER,5,8,30.8
лайкать,а,трудиться,OTHER,6,7,30.8
лайкать,а,пожалеть,OTHER,4,6,30.7
лайкать,а,лечить,OTHER,2,4,30.6
лайкать,а,зарабатывать,SAME,8,6,30.5
лайкать,а,предусматривать,SAME,11,8,30.5
лайкать,а,охватить,OTHER,5,6,30.5
лайкать,а,валяться,OTHER,5,11,30.5
лайкать,а,выражаться,SAME,6,7,30.4
лайкать,а,сломать,SAME,3,6,30.4
лайкать,а,обидеть,OTHER,4,5,30.4
лайкать,а,доходить,OTHER,4,6,30.4
лайкать,а,обойти,OTHER,4,4,30.4
лайкать,а,даваться,SAME,5,6,30.3
лайкать,а,прощать,SAME,4,5,30.3
лайкать,а,вытянуть,OTHER,4,9,30.3
лайкать,а,отвернуться,OTHER,7,4,30.3
лайкать,а,рухнуть,OTHER,3,5,30.3
лайкать,а,свернуть,OTHER,4,6,30.3
лайкать,а,стесняться,OTHER,6,8,30.3
лайкать,а,возражать,SAME,5,6,30.2
лайкать,а,пробормотать,SAME,8,8,30.2
лайкать,а,осветить,OTHER,5,6,30.2
лайкать,а,приступить,OTHER,6,8,30.2
лайкать,а,выделяться,OTHER,6,9,30.2
лайкать,а,проиграть,SAME,4,7,30.1
лайкать,а,длиться,OTHER,4,6,30.1
лайкать,а,изложить,OTHER,4,7,30.1
лайкать,а,обозначить,OTHER,6,6,30.1
лайкать,а,полюбить,OTHER,4,6,30.1
лайкать,а,распахнуть,OTHER,5,6,30.1
лайкать,а,провожать,SAME,5,6,30
лайкать,а,реагировать,SAME,6,7,30
лайкать,а,рисковать,SAME,4,5,30
лайкать,а,устроиться,OTHER,6,8,30
лайкать,а,увеличиться,OTHER,7,9,29.9
лайкать,а,кончить,OTHER,3,5,29.8
лайкать,а,столкнуться,OTHER,6,8,29.8
лайкать,а,свести,OTHER,5,4,29.7
лайкать,а,заснуть,OTHER,3,6,29.7
лайкать,а,сбить,OTHER,4,9,29.6
лайкать,а,отправляться,OTHER,8,5,29.6
лайкать,а,кончаться,SAME,5,6,29.5
лайкать,а,нарушать,SAME,4,4,29.5
лайкать,а,выпасть,SAME,4,5,29.4
лайкать,а,добиваться,SAME,6,7,29.4
лайкать,а,предупреждать,SAME,9,10,29.4
лайкать,а,прервать,SAME,4,5,29.4
лайкать,а,счесть,OTHER,4,5,29.4
лайкать,а,призывать,SAME,5,4,29.3
лайкать,а,полететь,OTHER,4,6,29.3
лайкать,а,варить,OTHER,3,6,29.3
лайкать,а,выбраться,SAME,5,6,29.2
лайкать,а,выделять,OTHER,4,6,29.2
лайкать,а,расстрелять,OTHER,6,8,29.2
лайкать,а,разглядеть,OTHER,5,7,29.1
лайкать,а,успокоить,OTHER,4,6,29.1
лайкать,а,переставать,SAME,7,7,29
лайкать,а,кинуться,OTHER,5,8,29
лайкать,а,формироваться,SAME,9,10,28.9
лайкать,а,заглядывать,SAME,6,7,28.8
лайкать,а,задумываться,SAME,8,8,28.8
лайкать,а,командовать,SAME,7,7,28.8
лайкать,а,отобрать,SAME,4,5,28.8
лайкать,а,хохотать,SAME,4,5,28.8
лайкать,а,мыть,OTHER,4,5,28.8
лайкать,а,скрыться,OTHER,6,7,28.7
лайкать,а,видать,SAME,3,4,28.6
лайкать,а,записывать,SAME,6,5,28.6
лайкать,а,выжить,OTHER,3,6,28.6
лайкать,а,выносить,OTHER,4,6,28.6
лайкать,а,перебить,OTHER,4,6,28.6
лайкать,а,тронуть,OTHER,4,5,28.6
лайкать,а,прятаться,SAME,6,6,28.4
лайкать,а,размышлять,OTHER,6,7,28.4
лайкать,а,располагать,SAME,6,7,28.3
лайкать,а,ломать,SAME,2,3,28.2
лайкать,а,рваться,SAME,5,6,28.2
лайкать,а,заканчиваться,SAME,9,9,28.1
лайкать,а,шептать,SAME,3,9,28.1
лайкать,а,беспокоиться,OTHER,6,6,28.1
лайкать,а,оформить,OTHER,4,4,28.1
лайкать,а,миновать,SAME,4,5,28
лайкать,а,сформулировать,SAME,9,6,28
лайкать,а,разделять,OTHER,5,10,28
лайкать,а,покидать,SAME,4,6,27.9
лайкать,а,наполнить,OTHER,5,8,27.9
лайкать,а,поздравлять,OTHER,7,5,27.9
лайкать,а,потребоваться,SAME,9,5,27.8
лайкать,а,блестеть,OTHER,3,5,27.8
лайкать,а,вносить,OTHER,4,7,27.8
лайкать,а,коснуться,OTHER,5,10,27.8
лайкать,а,прошептать,SAME,6,5,27.7
лайкать,а,вложить,OTHER,3,6,27.7
лайкать,а,творить,OTHER,4,7,27.7
лайкать,а,понести,OTHER,5,8,27.7
лайкать,а,рассмеяться,OTHER,6,5,27.7
лайкать,а,планироваться,SAME,8,8,27.6
лайкать,а,уступать,SAME,5,5,27.6
лайкать,а,оторвать,SAME,4,6,27.5
лайкать,а,убежать,SAME,4,5,27.5
лайкать,а,обсудить,OTHER,5,4,27.5
лайкать,а,поделиться,OTHER,6,6,27.4
лайкать,а,потянуться,OTHER,6,8,27.4
лайкать,а,добавлять,OTHER,5,8,27.4
лайкать,а,выслушать,SAME,5,6,27.3
лайкать,а,набирать,SAME,4,4,27.3
лайкать,а,отрезать,SAME,5,5,27.3
лайкать,а,почитать,SAME,4,7,27.2
лайкать,а,заботиться,OTHER,6,5,27.2
лайкать,а,пожелать,SAME,4,5,27.1
лайкать,а,посещать,SAME,4,5,27.1
лайкать,а,прижать,SAME,4,5,27.1
лайкать,а,прислушиваться,SAME,9,6,27.1
лайкать,а,торговать,SAME,4,6,27.1
лайкать,а,вводить,OTHER,3,4,27.1
лайкать,а,походить,OTHER,4,10,27.1
лайкать,а,потянуть,OTHER,4,6,27.1
лайкать,а,гарантировать,SAME,9,9,27
лайкать,а,рождаться,SAME,5,8,27
лайкать,а,избавиться,OTHER,7,6,27
лайкать,а,предлагаться,SAME,7,6,26.9
лайкать,а,прятать,SAME,4,7,26.9
лайкать,а,ограничить,OTHER,6,8,26.9
лайкать,а,предъявить,OTHER,5,8,26.9
лайкать,а,возрасти,OTHER,5,4,26.9
лайкать,а,разобрать,SAME,5,5,26.8
лайкать,а,крутить,OTHER,4,5,26.8
лайкать,а,ранить,OTHER,3,4,26.8
лайкать,а,расстаться,SAME,5,5,26.7
лайкать,а,дружить,OTHER,4,6,26.7
лайкать,а,уставиться,OTHER,7,8,26.7
лайкать,а,обсуждаться,SAME,7,5,26.6
лайкать,а,поглядывать,SAME,6,8,26.6
лайкать,а,закурить,OTHER,4,7,26.6
лайкать,а,дожидаться,SAME,6,7,26.5
лайкать,а,кивать,SAME,3,4,26.5
лайкать,а,сбросить,OTHER,5,6,26.5
лайкать,а,уснуть,OTHER,3,5,26.5
лайкать,а,сниться,OTHER,5,7,26.4
лайкать,а,бормотать,SAME,5,6,26.3
лайкать,а,переехать,SAME,3,6,26.3
лайкать,а,послышаться,SAME,7,8,26.3
лайкать,а,противоречить,OTHER,9,11,26.3
лайкать,а,расширить,OTHER,4,6,26.3
лайкать,а,уточнить,OTHER,4,6,26.3
лайкать,а,сниматься,SAME,6,5,26.2
лайкать,а,мучить,OTHER,3,6,26.2
лайкать,а,уверять,OTHER,4,5,26.2
лайкать,а,бросаться,SAME,6,6,26.1
лайкать,а,отмечаться,SAME,7,6,26.1
лайкать,а,отложить,OTHER,4,7,26.1
лайкать,а,разбудить,OTHER,5,6,26.1
лайкать,а,распространяться,OTHER,11,12,26.1
лайкать,а,удержаться,SAME,6,7,26
лайкать,а,пострадать,SAME,6,7,25.9
лайкать,а,сократить,OTHER,5,6,25.9
лайкнуть,у,быть,OTHER,5,6,12160.7
лайкнуть,у,мочь,OTHER,5,7,2912.3
лайкнуть,у,сказать,OTHER,5,6,2396.6
лайкнуть,у,говорить,OTHER,4,6,1755
лайкнуть,у,знать,OTHER,4,5,1713.8
лайкнуть,у,стать,OTHER,5,6,1621.8
лайкнуть,у,хотеть,OTHER,4,6,991.3
лайкнуть,у,идти,OTHER,5,7,957.1
лайкнуть,у,иметь,OTHER,3,6,906.7
лайкнуть,у,видеть,OTHER,4,6,818.2
лайкнуть,у,думать,OTHER,3,6,755.5
лайкнуть,у,сделать,OTHER,5,6,743.5
лайкнуть,у,жить,OTHER,5,6,725.5
лайкнуть,у,делать,OTHER,4,6,701.1
лайкнуть,у,смотреть,OTHER,5,6,667.2
лайкнуть,у,работать,OTHER,4,5,611.2
лайкнуть,у,понять,OTHER,3,5,588.2
лайкнуть,у,пойти,OTHER,4,6,587.2
лайкнуть,у,спросить,OTHER,5,6,573.9
лайкнуть,у,дать,OTHER,5,5,573.1
лайкнуть,у,понимать,OTHER,3,6,559.7
лайкнуть,у,получить,OTHER,4,6,557.7
лайкнуть,у,сидеть,OTHER,4,6,538.1
лайкнуть,у,оказаться,OTHER,6,8,531.9
лайкнуть,у,взять,OTHER,5,6,525.8
лайкнуть,у,прийти,OTHER,5,7,523.3
лайкнуть,у,являться,OTHER,6,8,522.9
лайкнуть,у,любить,OTHER,3,5,503.1
лайкнуть,у,стоить,OTHER,5,6,501.9
лайкнуть,у,остаться,OTHER,6,8,482.7
лайкнуть,у,выйти,OTHER,4,6,480.9
лайкнуть,у,начать,OTHER,4,5,473.3
лайкнуть,у,считать,OTHER,4,6,455.3
лайкнуть,у,увидеть,OTHER,4,6,452.4
лайкнуть,у,казаться,OTHER,5,7,448.2
лайкнуть,у,писать,OTHER,4,6,444.3
лайкнуть,у,найти,OTHER,4,5,424.1
лайкнуть,у,стоять,OTHER,4,6,419.3
лайкнуть,у,решить,OTHER,4,6,409.7
лайкнуть,у,пройти,OTHER,5,7,398.4
лайкнуть,у,принять,OTHER,4,5,386.9
лайкнуть,у,давать,OTHER,4,5,370.7
лайкнуть,у,ответить,OTHER,5,6,370.4
лайкнуть,у,помнить,OTHER,3,5,363.1
лайкнуть,у,ждать,OTHER,5,6,360.2
лайкнуть,у,находиться,OTHER,6,7,342.7
лайкнуть,у,написать,OTHER,4,5,336.2
лайкнуть,у,оставаться,OTHER,7,8,327.4
лайкнуть,у,играть,OTHER,3,6,319.1
лайкнуть,у,лежать,OTHER,3,5,318.1
лайкнуть,у,подумать,OTHER,3,6,315.6
лайкнуть,у,уйти,OTHER,4,6,315.6
лайкнуть,у,посмотреть,OTHER,6,8,314.2
лайкнуть,у,вернуться,SAME,5,6,311.2
лайкнуть,у,следовать,OTHER,4,6,305.1
лайкнуть,у,читать,OTHER,4,6,304.4
лайкнуть,у,бывать,OTHER,4,6,297.3
лайкнуть,у,ходить,OTHER,4,6,296.6
лайкнуть,у,начинать,OTHER,3,4,296
лайкнуть,у,появиться,OTHER,6,8,294.6
лайкнуть,у,называть,OTHER,4,5,293.4
лайкнуть,у,прийтись,OTHER,5,7,285.5
лайкнуть,у,хотеться,OTHER,5,8,285.3
лайкнуть,у,вести,OTHER,5,7,280.3
лайкнуть,у,показать,OTHER,4,6,277.7
лайкнуть,у,поставить,OTHER,5,7,267.3
лайкнуть,у,бояться,OTHER,5,8,266.5
лайкнуть,у,происходить,OTHER,5,9,263.6
лайкнуть,у,существовать,OTHER,8,10,260.9
лайкнуть,у,становиться,OTHER,7,8,259.3
лайкнуть,у,слышать,OTHER,4,6,256.1
лайкнуть,у,смочь,OTHER,5,7,255.1
лайкнуть,у,заметить,OTHER,4,5,253.9
лайкнуть,у,использовать,OTHER,7,9,249.6
лайкнуть,у,пытаться,OTHER,5,8,249.4
лайкнуть,у,представить,OTHER,6,9,247.2
лайкнуть,у,чувствовать,OTHER,6,9,246.9
лайкнуть,у,создать,OTHER,4,6,245.9
лайкнуть,у,заниматься,OTHER,5,7,240.8
лайкнуть,у,продолжать,OTHER,6,8,240.6
лайкнуть,у,слушать,OTHER,4,6,239.5
лайкнуть,у,узнать,OTHER,3,5,238.1
лайкнуть,у,приехать,OTHER,4,6,234.4
лайкнуть,у,отвечать,OTHER,5,6,232.4
лайкнуть,у,рассказывать,OTHER,6,8,230
лайкнуть,у,рассказать,OTHER,4,6,229.4
лайкнуть,у,представлять,OTHER,7,10,228.5
лайкнуть,у,брать,OTHER,5,6,226.3
лайкнуть,у,забыть,OTHER,4,5,226
лайкнуть,у,провести,OTHER,7,7,222
лайкнуть,у,спать,OTHER,5,6,221.9
лайкнуть,у,помочь,OTHER,4,7,218.8
лайкнуть,у,приходить,OTHER,5,7,218.2
лайкнуть,у,просить,OTHER,5,6,215.9
лайкнуть,у,вспомнить,OTHER,4,6,215.5
лайкнуть,у,открыть,OTHER,3,5,214.8
лайкнуть,у,привести,OTHER,7,7,214.7
лайкнуть,у,оставить,OTHER,5,6,210.5
лайкнуть,у,спрашивать,OTHER,6,7,208.3
лайкнуть,у,принимать,OTHER,4,7,207.7
лайкнуть,у,искать,OTHER,3,5,206.9
лайкнуть,у,войти,OTHER,4,6,205.5
лайкнуть,у,назвать,OTHER,4,5,205.1
лайкнуть,у,успеть,OTHER,4,6,203.4
лайкнуть,у,произойти,OTHER,7,8,203.2
лайкнуть,у,выходить,OTHER,4,6,201.6
лайкнуть,у,предложить,OTHER,6,8,201.2
лайкнуть,у,пить,OTHER,5,6,200.9
лайкнуть,у,глядеть,OTHER,4,6,199.3
лайкнуть,у,ехать,OTHER,3,6,198.2
лайкнуть,у,попасть,OTHER,5,6,197.7
лайкнуть,у,начаться,OTHER,5,7,197.4
лайкнуть,у,верить,OTHER,4,6,197.1
лайкнуть,у,держать,OTHER,4,6,196.5
лайкнуть,у,позволять,OTHER,5,7,194.3
лайкнуть,у,купить,OTHER,4,6,192.7
лайкнуть,у,уходить,OTHER,4,6,192.7
лайкнуть,у,собираться,OTHER,6,8,192.6
лайкнуть,у,относиться,OTHER,7,8,191.6
лайкнуть,у,требовать,OTHER,5,7,190.9
лайкнуть,у,подойти,OTHER,6,7,190
лайкнуть,у,удаться,OTHER,5,8,189.1
лайкнуть,у,получать,OTHER,4,6,188.2
лайкнуть,у,умереть,OTHER,4,6,179.7
лайкнуть,у,сесть,OTHER,5,6,175.9
лайкнуть,у,случиться,OTHER,5,8,175.8
лайкнуть,у,проходить,OTHER,5,7,175.4
лайкнуть,у,составлять,OTHER,6,8,175
лайкнуть,у,приходиться,OTHER,7,9,174.5
лайкнуть,у,установить,OTHER,6,7,174
лайкнуть,у,поднять,OTHER,3,5,173.8
лайкнуть,у,стараться,OTHER,6,8,172.8
лайкнуть,у,уметь,OTHER,3,6,172.5
лайкнуть,у,встать,OTHER,5,6,172.1
лайкнуть,у,проводить,OTHER,5,7,167.6
лайкнуть,у,бросить,OTHER,5,6,166.5
лайкнуть,у,объяснить,OTHER,4,6,161.4
лайкнуть,у,снять,OTHER,4,5,161.3
лайкнуть,у,нравиться,OTHER,6,8,160.6
лайкнуть,у,услышать,OTHER,5,6,160.4
лайкнуть,у,связать,OTHER,5,6,160.2
лайкнуть,у,позволить,OTHER,5,7,159.6
лайкнуть,у,поехать,OTHER,4,6,158.4
лайкнуть,у,положить,OTHER,4,6,158.1
лайкнуть,у,входить,OTHER,5,6,157.9
лайкнуть,у,оказываться,OTHER,7,8,155.1
лайкнуть,у,показывать,OTHER,6,7,155
лайкнуть,у,вызвать,OTHER,4,6,154.9
лайкнуть,у,касаться,OTHER,5,7,154.7
лайкнуть,у,отметить,OTHER,5,6,154.3
лайкнуть,у,заявить,OTHER,4,5,154.2
лайкнуть,у,действовать,OTHER,6,8,153.5
лайкнуть,у,получиться,OTHER,6,8,149.3
лайкнуть,у,кричать,OTHER,5,6,147.3
лайкнуть,у,остановиться,OTHER,8,9,147
лайкнуть,у,предлагать,OTHER,6,8,145.9
лайкнуть,у,убить,OTHER,4,6,144.7
лайкнуть,у,молчать,OTHER,4,6,144.5
лайкнуть,у,согласиться,OTHER,7,9,144.2
лайкнуть,у,сообщить,OTHER,4,6,143.8
лайкнуть,у,бежать,OTHER,4,6,143.6
лайкнуть,у,петь,OTHER,5,6,143.2
лайкнуть,у,вызывать,OTHER,4,6,142.4
лайкнуть,у,показаться,OTHER,6,8,142.4
лайкнуть,у,принести,OTHER,6,7,141.9
лайкнуть,у,выглядеть,OTHER,5,7,141.7
лайкнуть,у,служить,OTHER,4,6,140.3
лайкнуть,у,попросить,OTHER,5,7,140.2
лайкнуть,у,состоять,OTHER,4,6,139.9
лайкнуть,у,отдать,OTHER,4,6,139.8
лайкнуть,у,выступать,OTHER,5,7,138.8
лайкнуть,у,ставить,OTHER,5,6,138.7
лайкнуть,у,возникать,OTHER,5,7,138.4
лайкнуть,у,надеяться,OTHER,5,7,137.1
лайкнуть,у,подняться,OTHER,5,7,136.2
лайкнуть,у,вспоминать,OTHER,5,7,135.9
лайкнуть,у,называться,OTHER,6,7,135.3
лайкнуть,у,помогать,OTHER,4,6,134.5
лайкнуть,у,значить,OTHER,5,6,134
лайкнуть,у,возникнуть,SAME,4,5,133.6
лайкнуть,у,звать,OTHER,5,6,131.3
лайкнуть,у,позвонить,OTHER,4,6,131
лайкнуть,у,хватать,OTHER,5,6,130.9
лайкнуть,у,выпить,OTHER,4,6,129.9
лайкнуть,у,потерять,OTHER,4,6,129.2
лайкнуть,у,иметься,OTHER,5,8,128.4
лайкнуть,у,получаться,OTHER,6,8,127
лайкнуть,у,учиться,OTHER,5,8,126.9
лайкнуть,у,возвращаться,OTHER,8,10,125.8
лайкнуть,у,расти,OTHER,5,6,125.8
лайкнуть,у,обнаружить,OTHER,6,7,125
лайкнуть,у,почувствовать,OTHER,8,11,124.2
лайкнуть,у,передать,OTHER,4,6,123.5
лайкнуть,у,желать,OTHER,4,6,123.1
лайкнуть,у,ожидать,OTHER,4,6,123
лайкнуть,у,составить,OTHER,5,7,121.6
лайкнуть,у,определить,OTHER,6,7,120.6
лайкнуть,у,нести,OTHER,5,8,120.6
лайкнуть,у,пользоваться,OTHER,7,9,120.1
лайкнуть,у,улыбнуться,SAME,5,6,119
лайкнуть,у,появляться,OTHER,7,8,118.4
лайкнуть,у,смеяться,OTHER,5,8,117.9
лайкнуть,у,уехать,OTHER,3,6,117.4
лайкнуть,у,подходить,OTHER,4,7,116.9
лайкнуть,у,судить,OTHER,4,6,116.8
лайкнуть,у,родиться,OTHER,5,8,116.7
лайкнуть,у,отказаться,OTHER,6,8,115.8
лайкнуть,у,считаться,OTHER,5,8,115.7
лайкнуть,у,занять,OTHER,3,4,115.6
лайкнуть,у,добавить,OTHER,4,6,115.5
лайкнуть,у,звонить,OTHER,4,5,115.4
лайкнуть,у,носить,OTHER,4,6,115.3
лайкнуть,у,начинаться,OTHER,5,6,115.1
лайкнуть,у,зависеть,OTHER,4,5,115
лайкнуть,у,построить,OTHER,4,7,114.9
лайкнуть,у,создавать,OTHER,5,7,114.1
лайкнуть,у,принадлежать,OTHER,8,7,113.5
лайкнуть,у,встретить,OTHER,6,9,113.5
лайкнуть,у,произнести,OTHER,6,8,113.5
лайкнуть,у,участвовать,OTHER,7,8,113
лайкнуть,у,занимать,OTHER,3,5,112.7
лайкнуть,у,улыбаться,OTHER,5,8,111.3
лайкнуть,у,направить,OTHER,5,6,109.9
лайкнуть,у,обратиться,OTHER,7,8,108.6
лайкнуть,у,выбрать,OTHER,4,6,107.9
лайкнуть,у,бить,OTHER,5,6,107.5
лайкнуть,у,хватить,OTHER,5,6,107.3
лайкнуть,у,обещать,OTHER,4,6,107.2
лайкнуть,у,встречаться,OTHER,8,9,106.8
лайкнуть,у,напоминать,OTHER,5,6,106.2
лайкнуть,у,упасть,OTHER,5,6,106
лайкнуть,у,перестать,OTHER,5,7,105.8
лайкнуть,у,обладать,OTHER,5,6,105.2
лайкнуть,у,плакать,OTHER,3,4,103.9
лайкнуть,у,состояться,OTHER,6,8,103.1
лайкнуть,у,поверить,OTHER,4,6,101.8
лайкнуть,у,собрать,OTHER,4,6,101.6
лайкнуть,у,простить,OTHER,5,6,101.1
лайкнуть,у,рассматривать,OTHER,8,10,100.6
лайкнуть,у,перейти,OTHER,6,7,100.5
лайкнуть,у,мешать,OTHER,4,6,100.4
лайкнуть,у,исчезнуть,SAME,4,5,99.9
лайкнуть,у,объявить,OTHER,4,6,99
лайкнуть,у,отличаться,OTHER,6,8,98.9
лайкнуть,у,обращаться,OTHER,7,8,98.6
лайкнуть,у,снимать,OTHER,4,6,98.5
лайкнуть,у,пригласить,OTHER,6,8,98.2
лайкнуть,у,соответствовать,OTHER,9,13,98.1
лайкнуть,у,придумать,OTHER,4,4,97.9
лайкнуть,у,закрыть,OTHER,3,7,97.9
лайкнуть,у,попробовать,OTHER,7,9,97.8
лайкнуть,у,приводить,OTHER,5,7,97.8
лайкнуть,у,достигнуть,SAME,4,6,97.4
лайкнуть,у,утверждать,OTHER,6,8,97.3
лайкнуть,у,означать,OTHER,5,6,97
лайкнуть,у,платить,OTHER,4,5,96.9
лайкнуть,у,решать,OTHER,4,6,96.5
лайкнуть,у,определять,OTHER,6,8,95.7
лайкнуть,у,наблюдать,OTHER,5,6,95.5
лайкнуть,у,разговаривать,OTHER,8,5,95.4
лайкнуть,у,погибнуть,SAME,4,10,95.4
лайкнуть,у,устроить,OTHER,4,6,94.9
лайкнуть,у,есть,OTHER,5,6,94.7
лайкнуть,у,собраться,OTHER,6,8,94.5
лайкнуть,у,достать,OTHER,4,6,94.4
лайкнуть,у,ездить,OTHER,4,6,93.6
лайкнуть,у,понравиться,OTHER,7,9,93.1
лайкнуть,у,выполнять,OTHER,4,6,92.3
лайкнуть,у,заставить,OTHER,5,6,92.1
лайкнуть,у,объяснять,OTHER,4,6,92.1
лайкнуть,у,выполнить,OTHER,4,6,91.7
лайкнуть,у,указать,OTHER,4,6,91.5
лайкнуть,у,вздохнуть,SAME,4,5,89.7
лайкнуть,у,находить,OTHER,4,5,89.5
лайкнуть,у,закончить,OTHER,4,5,89.2
лайкнуть,у,признать,OTHER,4,5,88.9
лайкнуть,у,дойти,OTHER,4,6,88.6
лайкнуть,у,кивнуть,SAME,3,4,88.4
лайкнуть,у,обратить,OTHER,5,6,88.3
лайкнуть,у,узнавать,OTHER,5,6,88.2
лайкнуть,у,встретиться,OTHER,8,9,88.1
лайкнуть,у,предусмотреть,OTHER,8,11,87.7
лайкнуть,у,обеспечивать,OTHER,8,10,87.5
лайкнуть,у,двигаться,OTHER,6,8,87.3
лайкнуть,у,содержать,OTHER,5,7,87.2
лайкнуть,у,приезжать,OTHER,4,7,86.8
лайкнуть,у,держаться,OTHER,6,8,86.4
лайкнуть,у,обеспечить,OTHER,6,8,86.4
лайкнуть,у,поступить,OTHER,5,7,86
лайкнуть,у,привыкнуть,SAME,4,5,85.9
лайкнуть,у,открывать,OTHER,5,7,85.7
лайкнуть,у,вырасти,OTHER,6,7,85.3
лайкнуть,у,зайти,OTHER,4,5,85.2
лайкнуть,у,посвятить,OTHER,5,7,85.1
лайкнуть,у,стремиться,OTHER,6,8,85.1
лайкнуть,у,измениться,OTHER,6,7,84.5
лайкнуть,у,удивиться,OTHER,6,8,84.3
лайкнуть,у,падать,OTHER,4,5,84.2
лайкнуть,у,звучать,OTHER,5,6,84.1
лайкнуть,у,суметь,OTHER,3,6,83.9
лайкнуть,у,разработать,OTHER,7,8,83.5
лайкнуть,у,поговорить,OTHER,6,8,83.3
лайкнуть,у,лететь,OTHER,3,5,82.9
лайкнуть,у,совершить,OTHER,5,7,82.9
лайкнуть,у,строить,OTHER,5,6,82.2
лайкнуть,у,кончиться,OTHER,6,8,82
лайкнуть,у,привезти,OTHER,7,7,82
лайкнуть,у,сложиться,OTHER,5,8,81.6
лайкнуть,у,полагать,OTHER,4,7,81.4
лайкнуть,у,оставлять,OTHER,6,6,81.4
лайкнуть,у,висеть,OTHER,4,6,81.3
лайкнуть,у,повторить,OTHER,5,7,80.9
лайкнуть,у,сыграть,OTHER,3,6,80.8
лайкнуть,у,спасти,OTHER,6,7,80.1
лайкнуть,у,изменить,OTHER,4,5,79.9
лайкнуть,у,повторять,OTHER,5,7,79.9
лайкнуть,у,явиться,OTHER,5,8,79.8
лайкнуть,у,замечать,OTHER,4,5,79.4
лайкнуть,у,подать,OTHER,4,6,79.4
лайкнуть,у,назначить,OTHER,5,6,79.3
лайкнуть,у,протянуть,SAME,4,5,79.3
лайкнуть,у,сохранить,OTHER,4,6,79.2
лайкнуть,у,попытаться,OTHER,6,8,79.1
лайкнуть,у,расположить,OTHER,7,8,79.1
лайкнуть,у,использоваться,OTHER,9,11,79
лайкнуть,у,отправиться,OTHER,8,9,78.2
лайкнуть,у,садиться,OTHER,5,7,77.9
лайкнуть,у,встречать,OTHER,6,7,77.4
лайкнуть,у,говориться,OTHER,6,8,77.3
лайкнуть,у,крикнуть,SAME,3,3,77.2
лайкнуть,у,готовить,OTHER,4,6,76.7
лайкнуть,у,учить,OTHER,4,6,76.7
лайкнуть,у,испытывать,OTHER,6,6,76.6
лайкнуть,у,гореть,OTHER,4,8,76.6
лайкнуть,у,выделить,OTHER,4,6,76.4
лайкнуть,у,поддерживать,OTHER,7,10,75.9
лайкнуть,у,подниматься,OTHER,6,9,75.9
лайкнуть,у,следить,OTHER,4,6,75.8
лайкнуть,у,требоваться,OTHER,7,9,75.5
лайкнуть,у,включать,OTHER,5,6,75.4
лайкнуть,у,собирать,OTHER,4,6,75.1
лайкнуть,у,менять,OTHER,3,5,74.9
лайкнуть,у,делаться,OTHER,5,8,74.7
лайкнуть,у,покупать,OTHER,4,6,74.5
лайкнуть,у,предполагать,OTHER,8,10,74.1
лайкнуть,у,терять,OTHER,4,6,74
лайкнуть,у,послать,OTHER,4,6,73.3
лайкнуть,у,допустить,OTHER,5,7,73
лайкнуть,у,прочитать,OTHER,5,7,72.7
лайкнуть,у,присутствовать,OTHER,9,12,72.5
лайкнуть,у,мечтать,OTHER,4,5,72.4
лайкнуть,у,подписать,OTHER,5,6,72.4
лайкнуть,у,взглянуть,SAME,5,7,72.4
лайкнуть,у,осуществлять,OTHER,8,10,72.2
лайкнуть,у,поступать,OTHER,5,7,72.1
лайкнуть,у,готовиться,OTHER,6,8,70.9
лайкнуть,у,захотеть,OTHER,4,5,70.4
лайкнуть,у,отдавать,OTHER,4,8,70.3
лайкнуть,у,бороться,OTHER,5,6,70.3
лайкнуть,у,остановить,OTHER,6,7,70.2
лайкнуть,у,приобрести,OTHER,7,9,70.2
лайкнуть,у,включить,OTHER,5,6,70.1
лайкнуть,у,продолжаться,OTHER,8,10,69.9
лайкнуть,у,подтвердить,OTHER,6,9,69.7
лайкнуть,у,спешить,OTHER,5,6,69.7
лайкнуть,у,добиться,OTHER,5,8,69.5
лайкнуть,у,отправить,OTHER,6,7,69.3
лайкнуть,у,повернуться,SAME,6,7,69.3
лайкнуть,у,вставать,OTHER,5,6,69.1
лайкнуть,у,подготовить,OTHER,6,9,69.1
лайкнуть,у,исходить,OTHER,4,6,69
лайкнуть,у,свидетельствовать,OTHER,12,14,68.8
лайкнуть,у,прочесть,OTHER,6,7,68.6
лайкнуть,у,ввести,OTHER,5,8,68.6
лайкнуть,у,взяться,OTHER,6,6,68.6
лайкнуть,у,болеть,OTHER,4,6,68.5
лайкнуть,у,вернуть,SAME,3,4,68.5
лайкнуть,у,тянуть,SAME,3,4,68.5
